<DATE>,<OPEN>,<CLOSE>
20180728,-5.83,-6.16
20180731,-4.69,-5.24
20180803,-4.28,-4.04
20180806,-3.94,-4.88
20180809,-3.67,-3.25
20180812,-3.34,-2.13
20180815,-2.05,0.16
20180818,1.18,0.85
20180821,2.21,2.27
20180824,4.28,4.36
20180827,4.28,4.37
20180830,4.77,6.32
20180902,6.61,6.51
20180905,6.01,6.8
20180908,6.24,5.08
20180911,4.13,3.67
20180914,3.54,4.6
20180917,4.02,5.22
20180920,3.58,6.21
20180923,4.63,4.83
20180926,4.61,3.82
20180929,4.5,5.56
20181002,5.38,6.59
20181005,6.66,5.59
20181008,5.51,4.99
20181011,5.45,5.05
20181014,4.97,3.89
20181017,4.96,4.6
20181020,3.53,6.16
20181023,4.75,5.26
20181026,3.1,3.4
20181029,3.59,3.34
20181101,1.98,1.12
20181104,0.31,-0.86
20181107,-1.81,-0.38
20181110,0.01,1.35
20181113,0.36,-0.07
20181116,-1.81,-3.0
20181119,-3.29,-3.71
20181122,-1.94,-1.83
20181125,-2.09,-1.63
20181128,-1.61,-2.69
20181201,-3.32,-1.92
20181204,-0.62,-0.36
20181207,0.66,2.3
20181210,1.86,2.05
20181213,2.27,1.44
20181216,1.89,0.74
20181219,0.84,0.58
20181222,1.01,-0.35
20181225,-0.87,1.01
20181228,0.88,0.95
20181231,0.28,0.32
20190103,0.7,0.23
20190106,-0.02,-0.19
20190109,0.11,1.24
20190112,0.57,1.37
20190115,2.18,2.43
20190118,3.51,3.61
20190121,3.72,3.55
20190124,3.28,3.07
20190127,1.21,1.81
20190130,1.48,0.01
20190202,0.98,0.01
20190205,0.87,0.13
20190208,1.09,2.99
20190211,1.39,1.14
20190214,2.09,2.37
20190217,2.65,3.57
20190220,2.78,1.5
20190223,0.78,2.12
20190226,1.35,-0.18
20190301,0.97,0.46
20190304,0.01,-1.38
20190307,-0.85,-0.28
20190310,-0.83,-2.03
20190313,-3.92,-3.35
20190316,-0.75,-0.35
20190319,0.26,0.41
20190322,0.75,0.52
20190325,0.82,0.02
20190328,-1.23,-1.11
20190331,-1.02,-2.19
20190403,-2.74,-3.09
20190406,-2.38,-2.22
20190409,-2.39,-3.98
20190412,-3.71,-3.18
20190415,-0.98,-0.53
20190418,0.39,1.32
20190421,-0.49,-0.61
20190424,-0.78,-1.24
20190427,-0.39,1.24
20190430,0.32,0.16
20190503,0.59,-0.19
20190506,-2.31,-2.53
20190509,-3.63,-5.57
20190512,-4.67,-3.03
20190515,-2.5,-2.09
20190518,-1.65,-1.73
20190521,-1.28,-1.41
20190524,-2.16,-0.89
20190527,-0.14,2.52
20190530,1.7,0.26
20190602,1.6,1.49
20190605,2.85,4.86
20190608,3.49,2.63
20190611,0.95,0.8
20190614,0.08,-1.86
20190617,-1.76,-0.48
20190620,-1.45,-0.2
20190623,0.49,0.43
20190626,-0.63,-1.1
20190629,1.03,0.64
20190702,1.21,0.94
20190705,-0.16,0.53
20190708,2.18,3.24
20190711,4.85,5.0
20190714,4.99,5.52
20190717,5.3,4.81
20190720,3.21,4.23
20190723,4.28,2.68
20190726,0.86,2.63
20190729,3.71,4.09
20190801,2.62,2.36
20190804,1.33,0.96
20190807,0.75,0.02
20190810,-1.37,-0.63
20190813,-0.39,0.16
20190816,1.3,2.4
20190819,4.06,4.99
20190822,5.45,5.04
20190825,3.75,4.34
20190828,4.05,6.04
20190831,5.54,5.82
20190903,6.1,4.63
20190906,3.86,1.88
20190909,2.15,2.34
20190912,3.08,2.36
20190915,1.3,0.98
20190918,1.39,0.31
20190921,0.69,1.18
20190924,2.0,1.64
20190927,1.73,2.96
20190930,2.26,2.22
20191003,4.23,4.53
20191006,5.47,5.77
20191009,6.78,7.26
20191012,7.05,6.8
20191015,6.58,7.23
20191018,7.26,7.24
20191021,7.32,7.6
20191024,9.16,8.23
20191027,9.31,8.89
20191030,8.55,8.4
20191102,7.05,6.41
20191105,6.28,5.68
20191108,6.98,6.15
20191111,5.99,5.38
20191114,6.63,5.29
20191117,5.71,6.9
20191120,8.31,8.49
20191123,10.22,9.26
20191126,8.71,8.17
20191129,8.43,6.32
20191202,7.26,8.5
20191205,8.21,9.47
20191208,10.04,9.06
20191211,8.37,7.86
20191214,8.19,9.13
20191217,9.81,9.19
20191220,9.3,8.69
20191223,10.27,9.88
20191226,9.82,9.53
20191229,8.33,8.25
20200101,9.08,8.91
20200104,7.25,7.05
20200107,6.33,6.39
20200110,7.35,6.65
20200113,6.5,6.54
20200116,5.12,5.47
20200119,5.17,4.22
20200122,2.87,2.83
20200125,3.65,4.14
20200128,2.96,2.62
20200131,3.08,4.27
20200203,5.78,6.0
20200206,7.07,5.67
20200209,6.18,7.77
20200212,7.73,9.11
20200215,10.46,11.09
20200218,12.77,12.48
20200221,12.25,13.77
20200224,14.16,12.92
20200227,12.94,15.92
20200301,13.56,14.88
20200304,14.37,14.9
20200307,15.72,14.37
20200310,12.82,11.95
20200313,11.85,10.17
20200316,10.82,11.41
20200319,11.71,11.94
20200322,10.62,10.3
20200325,10.34,11.12
20200328,11.25,12.92
20200331,13.54,13.6
20200403,14.05,15.66
20200406,14.54,14.18
20200409,13.83,13.15
20200412,12.2,12.8
20200415,12.34,12.95
20200418,12.49,11.23
20200421,12.43,14.22
20200424,14.45,14.97
20200427,16.71,17.22
20200430,18.38,19.1
20200503,20.42,20.73
20200506,21.03,21.63
20200509,20.29,19.41
20200512,20.77,22.19
20200515,22.62,21.67
20200518,22.87,22.95
20200521,21.78,22.4
20200524,23.3,24.17
20200527,23.86,23.34
20200530,22.04,23.56
20200602,23.77,25.34
20200605,25.08,26.79
20200608,24.97,25.13
20200611,24.32,23.71
20200614,22.38,21.74
20200617,23.65,23.09
20200620,24.17,22.22
20200623,24.66,24.64
20200626,25.55,26.79
20200629,26.22,26.64
20200702,26.37,25.69
20200705,24.15,24.05
20200708,24.8,25.73
20200711,25.96,26.37
20200714,26.68,25.94
20200717,24.41,23.84
20200720,22.24,23.07
20200723,25.56,26.57
20200726,26.29,26.31
20200729,27.46,26.86
20200801,26.99,24.82
20200804,23.71,23.14
20200807,23.77,23.01
20200810,23.62,23.81
20200813,25.67,24.59
20200816,22.57,20.13
20200819,19.99,21.14
20200822,21.32,21.98
20200825,21.93,22.17
20200828,20.66,22.59
20200831,23.07,21.76
20200903,19.79,20.33
20200906,20.22,19.93
20200909,21.37,20.8
20200912,19.95,20.67
20200915,21.28,19.99
20200918,20.78,22.74
20200921,22.4,21.8
20200924,21.07,21.92
20200927,22.81,21.7
20200930,22.83,24.11
20201003,24.4,22.22
20201006,23.01,21.39
20201009,22.13,23.14
20201012,24.1,21.48
20201015,20.75,21.5
20201018,21.42,19.89
20201021,19.45,19.45
20201024,17.73,19.44
20201027,20.25,20.4
20201030,19.67,19.35
20201102,18.7,17.71
20201105,17.86,18.96
20201108,18.77,18.36
20201111,18.54,19.32
20201114,18.79,17.41
20201117,18.36,17.0
20201120,17.53,17.44
20201123,16.54,17.93
20201126,18.92,19.5
20201129,19.94,20.42
20201202,19.43,18.87
20201205,17.23,17.52
20201208,18.95,18.57
20201211,18.81,18.28
20201214,17.8,17.46
20201217,16.0,17.14
20201220,17.13,18.11
20201223,18.41,17.6
20201226,17.28,15.7
20201229,16.49,16.62
20210101,15.84,14.33
20210104,13.76,12.65
20210107,12.78,11.73
20210110,13.78,14.77
20210113,14.4,12.91
20210116,12.8,10.84
20210119,11.9,12.69
20210122,14.14,13.58
20210125,14.39,15.77
20210128,15.34,14.6
20210131,15.95,16.1
20210203,16.52,16.43
20210206,15.18,16.29
20210209,14.26,15.26
20210212,14.98,14.79
20210215,14.26,14.79
20210218,15.19,16.81
20210221,16.62,16.44
20210224,16.09,16.19
20210227,15.74,16.9
20210302,18.27,16.34
20210305,15.06,14.04
20210308,14.7,13.81
20210311,14.36,15.73
20210314,16.5,15.46
20210317,14.26,11.59
20210320,12.08,10.82
20210323,10.86,11.1
20210326,9.79,10.73
20210329,9.69,9.1
20210401,7.92,7.97
20210404,7.3,9.57
20210407,8.93,9.11
20210410,8.83,9.72
20210413,9.72,8.26
20210416,8.46,8.9
20210419,7.62,6.58
20210422,5.92,6.18
20210425,5.82,3.57
20210428,2.81,3.95
20210501,4.58,5.23
20210504,5.18,7.35
20210507,7.28,7.05
20210510,6.58,6.18
20210513,6.96,4.88
20210516,3.69,5.09
20210519,4.32,3.19
20210522,3.02,2.27
20210525,2.57,1.37
20210528,2.87,1.56
20210531,1.47,1.53
20210603,1.78,1.72
20210606,1.71,1.64
20210609,2.95,2.82
20210612,3.78,3.05
20210615,3.05,2.92
20210618,3.92,3.33
20210621,2.64,2.49
20210624,2.46,0.36
20210627,-0.5,0.61
20210630,0.36,0.12
20210703,0.69,1.23
20210706,2.97,3.6
20210709,3.16,3.21
20210712,3.99,4.95
20210715,4.05,4.72
20210718,6.48,6.31
20210721,6.32,5.4
20210724,4.33,4.35
20210727,5.13,4.84
20210730,5.94,6.85
20210802,6.48,7.21
20210805,7.08,7.18
20210808,8.25,10.69
20210811,9.29,8.96
20210814,10.12,9.88
20210817,9.45,11.12
20210820,11.06,11.84
20210823,11.53,9.97
20210826,9.46,10.15
20210829,10.34,9.54
20210901,11.61,11.72
20210904,10.73,12.03
20210907,12.95,12.39
20210910,13.04,13.83
20210913,14.29,14.42
20210916,12.65,12.33
20210919,12.28,11.69
20210922,11.34,12.04
20210925,11.54,9.84
20210928,9.22,8.68
20211001,8.52,7.29
20211004,6.98,6.11
20211007,6.89,6.69
20211010,7.24,7.52
20211013,6.23,6.19
20211016,7.86,6.25
20211019,7.2,7.3
20211022,5.79,6.36
20211025,7.36,7.3
20211028,7.61,9.43
20211031,8.83,10.65
20211103,12.3,10.97
20211106,11.09,11.16
20211109,12.45,13.62
20211112,15.13,13.51
20211115,14.89,15.46
20211118,13.62,14.93
20211121,13.83,14.6
20211124,14.01,13.81
20211127,14.25,14.04
20211130,12.59,12.89
20211203,11.74,12.29
20211206,11.03,11.17
20211209,11.54,13.55
20211212,11.61,11.93
20211215,10.67,11.15
20211218,11.04,11.81
20211221,13.22,12.88
20211224,12.87,13.77
20211227,13.25,13.65
20211230,14.49,13.41
20220102,11.89,12.06
20220105,12.94,11.43
20220108,11.93,11.56
20220111,11.39,12.42
20220114,12.56,11.71
20220117,11.69,11.46
20220120,11.18,12.36
20220123,11.7,10.91
20220126,11.16,11.8
20220129,11.67,10.43
20220201,10.54,12.97
20220204,13.53,11.87
20220207,10.92,11.01
20220210,11.55,10.86
20220213,13.02,13.56
20220216,13.89,15.15
20220219,15.4,13.43
20220222,13.04,12.4
20220225,12.06,12.17
20220228,12.87,12.09
20220303,11.33,11.25
20220306,11.83,12.38
20220309,12.98,14.09
20220312,13.73,14.85
20220315,15.18,15.34
20220318,17.14,16.82
20220321,16.05,17.52
20220324,17.47,18.58
20220327,18.98,17.23
20220330,17.51,18.13
20220402,18.06,18.68
20220405,19.87,21.35
20220408,22.14,21.29
20220411,21.42,20.7
20220414,20.24,19.77
20220417,19.71,19.94
20220420,22.02,22.27
20220423,24.05,24.04
20220426,24.8,24.45
20220429,24.49,23.77
20220502,24.46,23.68
20220505,23.38,23.61
20220508,24.04,24.57
20220511,24.09,22.73
20220514,20.47,19.58
20220517,18.92,18.23
20220520,17.39,17.85
20220523,17.57,17.44
20220526,16.65,18.28
20220529,18.01,15.65
20220601,14.88,13.55
20220604,12.15,12.61
20220607,14.99,13.78
20220610,13.36,12.58
20220613,10.41,11.56
20220616,10.61,11.37
20220619,12.69,12.57
20220622,11.52,8.76
20220625,9.42,11.56
20220628,11.11,11.58
20220701,11.19,10.58
20220704,12.12,12.29
20220707,12.3,12.43
20220710,12.55,10.94
20220713,10.77,12.49
20220716,13.29,12.72
20220719,12.92,14.18
20220722,14.51,17.01
20220725,17.34,17.59
20220728,16.5,14.83
20220731,15.86,15.47
20220803,14.7,15.27
20220806,14.65,15.36
20220809,15.6,14.97
20220812,15.23,13.75
20220815,14.19,13.68
20220818,13.64,14.88
20220821,14.91,14.25
20220824,15.24,15.2
20220827,16.4,15.65
20220830,15.35,14.37
20220902,13.05,13.21
20220905,12.59,11.85
20220908,11.98,10.92
20220911,10.84,10.32
20220914,12.16,11.32
20220917,9.96,9.41
20220920,9.56,8.69
20220923,8.13,6.85
20220926,6.01,6.35
20220929,7.23,7.63
20221002,8.59,8.51
20221005,9.16,9.56
20221008,9.54,7.1
20221011,6.94,7.86
20221014,7.06,8.87
20221017,9.7,11.22
20221020,12.98,10.88
20221023,11.84,12.09
20221026,13.27,14.25
20221029,13.67,12.69
20221101,11.7,11.86
20221104,10.93,9.98
20221107,9.37,9.69
20221110,8.89,9.94
20221113,9.16,10.53
20221116,9.5,9.3
20221119,9.41,8.44
20221122,7.71,7.95
20221125,7.49,6.92
20221128,6.5,6.69
20221201,5.85,7.51
20221204,5.63,5.67
20221207,5.52,5.16
20221210,3.76,4.38
20221213,2.71,3.23
20221216,3.13,2.59
20221219,1.31,0.59
20221222,-1.76,-1.15
20221225,-1.01,-0.49
20221228,-1.7,-2.29
20221231,-1.7,-1.46
20230103,-0.36,0.06
20230106,0.4,0.54
20230109,1.94,1.47
20230112,0.82,0.83
20230115,0.8,0.55
20230118,1.43,1.82
20230121,1.32,3.47
20230124,2.9,3.49
20230127,2.64,2.1
20230130,1.75,3.61
20230202,3.72,3.9
20230205,2.46,2.69
20230208,1.66,0.99
20230211,1.43,0.96
20230214,2.47,3.76
20230217,3.95,4.02
20230220,3.84,4.16
20230223,4.63,4.38
20230226,3.22,3.47
20230301,3.65,2.98
20230304,2.92,2.1
20230307,2.71,2.86
20230310,3.05,3.77
20230313,5.97,6.01
20230316,6.59,7.68
20230319,7.59,8.48
20230322,9.74,9.75
20230325,12.59,10.85
20230328,10.07,8.91
20230331,10.06,10.34
20230403,9.59,10.39
20230406,10.09,12.72
20230409,12.22,13.31
20230412,12.3,12.84
20230415,12.39,11.09
20230418,9.04,8.75
20230421,9.74,9.78
20230424,8.36,9.77
20230427,10.2,10.98
20230430,11.42,13.96
20230503,14.14,13.34
20230506,14.42,12.24
20230509,12.53,12.15
20230512,13.43,13.48
20230515,12.72,12.86
20230518,11.55,13.4
20230521,13.17,13.86
20230524,13.23,13.67
20230527,13.59,15.51
20230530,14.04,13.63
20230602,13.12,11.89
20230605,11.76,12.61
20230608,11.88,11.87
20230611,12.33,12.88
20230614,12.36,9.95
20230617,9.5,11.57
20230620,10.63,9.58
20230623,9.78,9.79
20230626,9.1,9.09
20230629,8.92,9.29
20230702,9.73,8.65
20230705,9.35,9.13
20230708,8.49,9.53
20230711,9.51,9.15
20230714,8.88,9.41
20230717,9.6,10.27
20230720,8.45,9.58
20230723,9.49,10.05
20230726,11.44,12.81
20230729,11.44,12.46
20230801,12.72,13.75
20230804,12.17,11.18
20230807,11.44,10.54
20230810,10.15,11.56
20230813,13.79,13.6
20230816,14.56,14.73
20230819,15.67,16.2
20230822,14.96,16.25
20230825,15.39,14.09
20230828,15.29,14.95
20230831,15.79,16.34
20230903,15.37,13.77
20230906,15.53,16.22
20230909,17.69,17.51
20230912,18.75,20.47
20230915,20.22,19.95
20230918,20.04,20.0
20230921,17.34,16.39
20230924,16.67,16.97
20230927,17.22,16.92
20230930,14.89,15.01
20231003,15.23,14.32
20231006,14.67,14.93
20231009,14.39,14.26
20231012,15.1,15.39
20231015,14.46,16.03
20231018,17.19,16.37
20231021,15.66,15.02
20231024,15.61,16.29
20231027,16.87,17.59
20231030,16.3,15.74
20231102,13.83,14.67
20231105,15.68,16.78
20231108,16.38,16.71
20231111,17.1,18.62
20231114,16.7,17.45
20231117,17.11,16.76
20231120,17.39,17.82
20231123,16.97,17.49
20231126,17.9,19.55
20231129,19.79,20.58
20231202,19.1,18.64
20231205,17.67,17.62
20231208,19.33,17.6
20231211,17.29,17.25
20231214,16.74,18.13
20231217,19.25,20.26
20231220,19.96,19.85
20231223,20.38,20.52
20231226,19.7,20.45
20231229,18.34,19.41
20240101,21.14,21.5
20240104,22.38,22.35
20240107,21.31,22.66
20240110,21.78,23.99
20240113,23.64,23.7
20240116,23.71,24.12
20240119,23.54,23.21
20240122,24.43,23.0
20240125,22.31,21.43
20240128,21.32,21.39
20240131,21.18,21.47
20240203,22.42,23.22
20240206,23.05,23.28
20240209,22.41,23.73
20240212,23.91,21.48
20240215,21.13,20.22
20240218,21.21,20.61
20240221,19.94,19.43
20240224,17.68,16.21
20240227,16.74,15.94
20240301,17.11,16.07
20240304,16.13,15.8
20240307,14.65,14.79
20240310,14.14,14.15
20240313,14.59,13.7
20240316,16.16,15.58
20240319,16.36,16.29
20240322,16.38,16.55
20240325,15.84,15.79
20240328,15.82,15.99
20240331,15.6,15.57
20240403,14.29,14.0
20240406,13.4,13.45
20240409,13.82,13.83
20240412,15.6,14.25
20240415,15.44,15.93
20240418,15.93,14.04
20240421,14.49,14.12
20240424,14.35,12.94
20240427,12.35,12.24
20240430,13.62,13.2
20240503,11.29,11.57
20240506,13.07,12.77
20240509,12.02,12.35
20240512,10.94,11.08
20240515,10.93,10.67
20240518,10.46,9.79
20240521,9.27,8.53
20240524,8.79,8.86
20240527,8.38,8.9
20240530,9.38,11.14
20240602,12.04,12.02
20240605,10.97,11.22
20240608,10.04,10.7
20240611,10.38,11.6
20240614,10.51,10.46
20240617,10.67,10.04
20240620,11.43,14.26
20240623,15.29,14.48
20240626,13.39,13.08
20240629,12.92,12.46
20240702,11.12,11.64
20240705,11.15,11.45
20240708,13.91,12.03
20240711,11.96,12.02
20240714,12.03,11.96
20240717,12.2,11.06
20240720,11.05,10.52
20240723,9.44,9.09
20240726,7.24,4.64
20240729,4.84,4.36
20240801,4.57,5.32
20240804,6.68,7.38
20240807,8.06,8.05
20240810,9.39,8.56
20240813,8.15,6.82
20240816,7.17,6.64
20240819,7.03,7.32
20240822,9.36,8.44
20240825,8.55,8.42
20240828,9.78,9.52
20240831,8.23,6.58
20240903,6.62,7.89
20240906,7.74,8.54
20240909,8.47,7.72
20240912,8.95,6.75
20240915,6.21,6.38
20240918,5.41,5.72
20240921,6.66,6.5
20240924,6.18,5.78
20240927,5.11,5.0
20240930,4.58,4.37
20241003,6.98,6.16
20241006,6.39,6.53
20241009,8.54,7.56
20241012,7.52,6.81
20241015,7.06,8.07
20241018,7.33,7.1
20241021,7.94,7.94
20241024,7.99,7.2
20241027,8.72,8.29
20241030,8.0,7.71
20241102,8.68,9.84
20241105,9.66,9.67
20241108,10.17,10.37
20241111,11.15,12.25
20241114,11.61,11.39
20241117,11.34,10.85
20241120,8.6,7.8
20241123,6.99,7.23
20241126,7.67,7.97
20241129,8.25,7.34
20241202,5.87,6.67
20241205,5.2,7.16
20241208,7.45,7.56
20241211,7.95,7.49
20241214,8.21,8.08
20241217,7.24,7.69
20241220,10.41,9.29
20241223,9.07,10.4
20241226,9.9,11.26
20241229,12.35,12.36
20250101,12.19,13.13
20250104,12.35,13.11
20250107,14.52,15.75
20250110,16.75,15.77
20250113,16.45,16.38
20250116,15.32,15.18
20250119,13.75,13.57
20250122,13.45,13.98
20250125,15.05,13.65
20250128,12.32,10.27
20250131,11.11,10.43
20250203,9.86,9.82
20250206,9.82,10.5
20250209,8.34,8.14
20250212,6.91,8.6
20250215,9.13,9.48
20250218,11.66,11.51
20250221,12.41,10.95
20250224,11.15,13.42
20250227,13.92,13.17
20250302,12.19,10.62
20250305,11.06,11.92
20250308,12.05,11.24
20250311,11.48,10.79
20250314,12.01,11.6
20250317,10.72,10.18
20250320,10.56,9.33
20250323,10.0,9.73
20250326,9.81,9.68
20250329,11.94,11.77
20250401,12.62,15.07
20250404,15.5,17.35
20250407,17.44,18.24
20250410,17.65,16.54
20250413,15.57,15.55
20250416,15.83,14.71
20250419,13.34,11.46
20250422,13.59,13.69
20250425,11.55,11.54
20250428,11.38,10.0
20250501,11.16,10.71
20250504,10.75,10.46
20250507,10.51,11.53
20250510,12.13,11.68
20250513,13.26,14.8
20250516,13.33,12.22
20250519,11.61,13.13
20250522,12.95,12.38
20250525,12.34,12.12
20250528,11.96,10.89
20250531,10.1,9.83
20250603,11.21,12.5
20250606,13.42,13.78
20250609,11.17,12.95
20250612,14.07,13.7
20250615,13.05,13.24
20250618,13.28,12.59
20250621,14.08,13.43
20250624,13.68,12.47
20250627,12.22,13.3
20250630,13.34,12.76
20250703,10.81,10.47
20250706,10.11,10.85
20250709,12.17,10.95
20250712,11.75,10.78
20250715,11.93,11.5
20250718,12.05,13.6
20250721,11.9,12.04
20250724,13.62,14.4
20250727,16.57,16.07
20250730,17.16,17.87
20250802,17.93,16.91
20250805,17.14,19.07
20250808,20.32,20.81
20250811,20.31,18.91
20250814,18.71,17.8
20250817,17.44,18.55
20250820,19.77,20.86
20250823,21.4,20.87
20250826,21.31,19.58
20250829,20.69,19.59
20250901,20.92,20.29
20250904,22.52,22.26
20250907,22.14,22.91
20250910,21.56,21.78
20250913,20.78,21.45
20250916,21.95,22.18
20250919,23.41,23.56
20250922,21.36,20.61
20250925,19.65,20.31
20250928,20.11,19.47
20251001,18.66,18.31
20251004,18.74,19.62
20251007,19.66,19.22
20251010,19.26,18.05
20251013,17.59,19.02
20251016,20.09,22.33
20251019,21.59,24.19
20251022,23.69,23.03
20251025,23.33,23.82
20251028,24.02,23.94
20251031,26.0,24.8
20251103,23.71,23.92
20251106,23.82,23.87
20251109,26.19,27.86
20251112,28.51,27.74
20251115,27.99,26.25
20251118,25.4,26.15
20251121,25.21,24.6
20251124,24.82,21.89
20251127,22.1,22.41
20251130,22.98,24.66
20251203,24.15,23.94
20251206,23.16,22.53
